time,temperature_2m,relative_humidity_2m,wind_speed_10m,date
2024-10-07 00:00:00,9.2,94,3.1,2024-10-07
2024-10-07 01:00:00,9.6,93,1.5,2024-10-07
2024-10-07 02:00:00,9.7,93,0.4,2024-10-07
2024-10-07 03:00:00,9.5,97,1.5,2024-10-07
2024-10-07 04:00:00,9.8,96,2.1,2024-10-07
2024-10-07 05:00:00,9.9,96,0.4,2024-10-07
2024-10-07 06:00:00,10.1,98,1.5,2024-10-07
2024-10-07 07:00:00,10.8,97,2.8,2024-10-07
2024-10-07 08:00:00,12.2,94,2.9,2024-10-07
2024-10-07 09:00:00,13.9,93,1.0,2024-10-07
2024-10-07 10:00:00,14.6,90,1.3,2024-10-07
2024-10-07 11:00:00,16.0,88,6.6,2024-10-07
2024-10-07 12:00:00,15.9,88,4.4,2024-10-07
2024-10-07 13:00:00,16.3,88,2.2,2024-10-07
2024-10-07 14:00:00,17.2,84,5.7,2024-10-07
2024-10-07 15:00:00,17.0,88,4.8,2024-10-07
2024-10-07 16:00:00,16.7,91,2.9,2024-10-07
2024-10-07 17:00:00,15.8,95,3.2,2024-10-07
2024-10-07 18:00:00,15.2,98,3.3,2024-10-07
2024-10-07 19:00:00,15.2,97,3.4,2024-10-07
2024-10-07 20:00:00,15.4,98,5.0,2024-10-07
2024-10-07 21:00:00,15.5,98,6.5,2024-10-07
2024-10-07 22:00:00,15.7,96,7.6,2024-10-07
2024-10-07 23:00:00,15.7,95,6.1,2024-10-07
2024-10-08 00:00:00,15.6,94,8.9,2024-10-08
2024-10-08 01:00:00,15.6,92,9.4,2024-10-08
2024-10-08 02:00:00,15.7,91,7.2,2024-10-08
2024-10-08 03:00:00,15.5,92,4.4,2024-10-08
2024-10-08 04:00:00,14.8,93,3.1,2024-10-08
2024-10-08 05:00:00,14.3,94,2.7,2024-10-08
2024-10-08 06:00:00,14.0,96,2.5,2024-10-08
2024-10-08 07:00:00,14.5,94,2.5,2024-10-08
2024-10-08 08:00:00,16.0,91,2.2,2024-10-08
2024-10-08 09:00:00,17.1,88,1.4,2024-10-08
2024-10-08 10:00:00,17.9,84,2.2,2024-10-08
2024-10-08 11:00:00,18.3,81,4.7,2024-10-08
2024-10-08 12:00:00,18.3,81,5.1,2024-10-08
2024-10-08 13:00:00,17.8,84,6.2,2024-10-08
2024-10-08 14:00:00,17.0,87,7.9,2024-10-08
2024-10-08 15:00:00,16.0,93,11.9,2024-10-08
2024-10-08 16:00:00,15.1,94,9.7,2024-10-08
2024-10-08 17:00:00,14.6,93,9.8,2024-10-08
2024-10-08 18:00:00,14.3,93,9.0,2024-10-08
2024-10-08 19:00:00,14.1,93,4.1,2024-10-08
2024-10-08 20:00:00,13.8,93,4.5,2024-10-08
2024-10-08 21:00:00,13.7,93,4.1,2024-10-08
2024-10-08 22:00:00,13.4,93,4.1,2024-10-08
2024-10-08 23:00:00,13.3,93,4.9,2024-10-08
2024-10-09 00:00:00,13.3,91,6.3,2024-10-09
2024-10-09 01:00:00,13.1,90,6.3,2024-10-09
2024-10-09 02:00:00,12.8,90,5.1,2024-10-09
2024-10-09 03:00:00,12.2,92,4.9,2024-10-09
2024-10-09 04:00:00,11.6,92,4.8,2024-10-09
2024-10-09 05:00:00,11.2,92,5.5,2024-10-09
2024-10-09 06:00:00,11.6,88,7.3,2024-10-09
2024-10-09 07:00:00,12.3,86,7.2,2024-10-09
2024-10-09 08:00:00,13.3,84,8.4,2024-10-09
2024-10-09 09:00:00,14.6,79,8.3,2024-10-09
2024-10-09 10:00:00,14.7,81,7.6,2024-10-09
2024-10-09 11:00:00,15.2,78,7.2,2024-10-09
2024-10-09 12:00:00,15.5,79,6.9,2024-10-09
2024-10-09 13:00:00,15.9,80,5.5,2024-10-09
2024-10-09 14:00:00,16.3,81,5.1,2024-10-09
2024-10-09 15:00:00,15.9,86,4.9,2024-10-09
2024-10-09 16:00:00,15.8,83,5.6,2024-10-09
2024-10-09 17:00:00,15.2,84,4.8,2024-10-09
2024-10-09 18:00:00,15.0,84,5.0,2024-10-09
2024-10-09 19:00:00,15.1,83,4.6,2024-10-09
2024-10-09 20:00:00,15.1,82,4.8,2024-10-09
2024-10-09 21:00:00,14.7,84,5.1,2024-10-09
2024-10-09 22:00:00,14.6,81,6.6,2024-10-09
2024-10-09 23:00:00,14.2,81,5.4,2024-10-09
2024-10-10 00:00:00,14.0,84,7.3,2024-10-10
2024-10-10 01:00:00,14.1,86,6.8,2024-10-10
2024-10-10 02:00:00,14.1,87,3.3,2024-10-10
2024-10-10 03:00:00,14.4,87,10.5,2024-10-10
2024-10-10 04:00:00,14.9,84,10.7,2024-10-10
2024-10-10 05:00:00,15.2,80,13.1,2024-10-10
2024-10-10 06:00:00,16.2,73,17.3,2024-10-10
2024-10-10 07:00:00,16.0,66,29.7,2024-10-10
2024-10-10 08:00:00,15.3,64,35.1,2024-10-10
2024-10-10 09:00:00,14.8,65,36.4,2024-10-10
2024-10-10 10:00:00,14.7,68,38.0,2024-10-10
2024-10-10 11:00:00,14.7,69,31.0,2024-10-10
2024-10-10 12:00:00,15.4,67,29.0,2024-10-10
2024-10-10 13:00:00,15.3,69,27.0,2024-10-10
2024-10-10 14:00:00,15.0,73,25.0,2024-10-10
2024-10-10 15:00:00,14.7,75,23.6,2024-10-10
2024-10-10 16:00:00,14.2,76,23.1,2024-10-10
2024-10-10 17:00:00,13.7,75,23.6,2024-10-10
2024-10-10 18:00:00,13.1,76,23.1,2024-10-10
2024-10-10 19:00:00,12.6,79,21.0,2024-10-10
2024-10-10 20:00:00,12.1,82,17.5,2024-10-10
2024-10-10 21:00:00,11.6,85,14.6,2024-10-10
