time,temperature_2m,relative_humidity_2m,wind_speed_10m,date
2024-10-10 00:00:00,15.6,88,12.4,2024-10-10
2024-10-10 01:00:00,16.0,83,12.9,2024-10-10
2024-10-10 02:00:00,16.1,82,10.3,2024-10-10
2024-10-10 03:00:00,16.8,79,10.9,2024-10-10
2024-10-10 04:00:00,18.2,75,20.0,2024-10-10
2024-10-10 05:00:00,15.0,79,27.8,2024-10-10
2024-10-10 06:00:00,14.2,82,20.7,2024-10-10
2024-10-10 07:00:00,14.1,82,16.1,2024-10-10
2024-10-10 08:00:00,14.4,78,13.1,2024-10-10
2024-10-10 09:00:00,15.3,76,15.8,2024-10-10
2024-10-10 10:00:00,15.0,75,16.1,2024-10-10
2024-10-10 11:00:00,14.7,78,14.5,2024-10-10
2024-10-10 12:00:00,16.3,68,18.7,2024-10-10
2024-10-10 13:00:00,15.7,73,17.0,2024-10-10
2024-10-10 14:00:00,15.8,74,14.8,2024-10-10
2024-10-10 15:00:00,14.9,80,12.2,2024-10-10
2024-10-10 16:00:00,13.4,83,10.5,2024-10-10
2024-10-10 17:00:00,12.2,88,9.0,2024-10-10
2024-10-10 18:00:00,11.8,91,7.2,2024-10-10
2024-10-10 19:00:00,11.9,91,4.9,2024-10-10
2024-10-10 20:00:00,11.3,93,3.0,2024-10-10
2024-10-10 21:00:00,11.0,95,2.3,2024-10-10
2024-10-10 22:00:00,11.1,95,1.4,2024-10-10
2024-10-10 23:00:00,11.0,97,2.1,2024-10-10
2024-10-11 00:00:00,11.1,98,3.2,2024-10-11
2024-10-11 01:00:00,11.1,99,1.0,2024-10-11
2024-10-11 02:00:00,11.2,97,2.6,2024-10-11
2024-10-11 03:00:00,10.1,83,8.2,2024-10-11
2024-10-11 04:00:00,9.7,88,6.1,2024-10-11
2024-10-11 05:00:00,9.4,89,6.1,2024-10-11
2024-10-11 06:00:00,9.1,86,7.6,2024-10-11
2024-10-11 07:00:00,9.1,86,7.9,2024-10-11
2024-10-11 08:00:00,9.6,83,7.1,2024-10-11
2024-10-11 09:00:00,10.5,74,8.4,2024-10-11
2024-10-11 10:00:00,11.1,69,9.2,2024-10-11
2024-10-11 11:00:00,12.1,67,8.4,2024-10-11
2024-10-11 12:00:00,12.2,64,8.1,2024-10-11
2024-10-11 13:00:00,12.5,58,8.4,2024-10-11
2024-10-11 14:00:00,12.3,58,8.4,2024-10-11
2024-10-11 15:00:00,11.9,63,7.6,2024-10-11
2024-10-11 16:00:00,10.9,70,4.1,2024-10-11
2024-10-11 17:00:00,9.4,80,2.4,2024-10-11
2024-10-11 18:00:00,7.9,89,1.1,2024-10-11
2024-10-11 19:00:00,6.9,92,1.1,2024-10-11
2024-10-11 20:00:00,6.3,93,1.1,2024-10-11
2024-10-11 21:00:00,5.7,94,1.8,2024-10-11
2024-10-11 22:00:00,4.8,94,2.5,2024-10-11
2024-10-11 23:00:00,3.9,97,2.2,2024-10-11
2024-10-12 00:00:00,3.4,100,2.9,2024-10-12
2024-10-12 01:00:00,2.4,100,1.5,2024-10-12
2024-10-12 02:00:00,2.1,100,1.1,2024-10-12
2024-10-12 03:00:00,2.0,100,1.5,2024-10-12
2024-10-12 04:00:00,2.1,100,1.3,2024-10-12
2024-10-12 05:00:00,2.2,100,1.3,2024-10-12
2024-10-12 06:00:00,2.1,100,1.1,2024-10-12
2024-10-12 07:00:00,2.8,100,1.1,2024-10-12
2024-10-12 08:00:00,5.3,92,0.4,2024-10-12
2024-10-12 09:00:00,8.6,83,2.9,2024-10-12
2024-10-12 10:00:00,10.4,77,6.9,2024-10-12
2024-10-12 11:00:00,11.8,77,7.1,2024-10-12
2024-10-12 12:00:00,13.0,72,8.9,2024-10-12
2024-10-12 13:00:00,13.3,75,10.2,2024-10-12
2024-10-12 14:00:00,13.3,75,9.5,2024-10-12
2024-10-12 15:00:00,13.2,77,6.6,2024-10-12
2024-10-12 16:00:00,12.5,81,4.2,2024-10-12
2024-10-12 17:00:00,11.6,84,3.4,2024-10-12
2024-10-12 18:00:00,11.2,85,3.3,2024-10-12
2024-10-12 19:00:00,11.1,87,3.1,2024-10-12
2024-10-12 20:00:00,11.0,89,4.3,2024-10-12
2024-10-12 21:00:00,11.6,85,7.2,2024-10-12
2024-10-12 22:00:00,11.7,89,7.9,2024-10-12
2024-10-12 23:00:00,11.6,91,7.1,2024-10-12
2024-10-13 00:00:00,11.7,91,7.2,2024-10-13
2024-10-13 01:00:00,11.9,90,9.2,2024-10-13
2024-10-13 02:00:00,12.0,91,12.6,2024-10-13
2024-10-13 03:00:00,12.2,92,12.8,2024-10-13
2024-10-13 04:00:00,12.1,87,15.3,2024-10-13
2024-10-13 05:00:00,11.7,85,16.9,2024-10-13
2024-10-13 06:00:00,10.8,82,18.1,2024-10-13
2024-10-13 07:00:00,9.9,79,19.0,2024-10-13
2024-10-13 08:00:00,9.7,71,18.8,2024-10-13
2024-10-13 09:00:00,10.2,69,19.4,2024-10-13
2024-10-13 10:00:00,10.8,69,19.0,2024-10-13
2024-10-13 11:00:00,11.1,68,18.3,2024-10-13
2024-10-13 12:00:00,11.4,68,18.4,2024-10-13
2024-10-13 13:00:00,11.5,68,16.9,2024-10-13
2024-10-13 14:00:00,11.4,69,15.5,2024-10-13
2024-10-13 15:00:00,11.0,71,13.2,2024-10-13
2024-10-13 16:00:00,10.1,75,10.5,2024-10-13
2024-10-13 17:00:00,8.9,80,7.6,2024-10-13
2024-10-13 18:00:00,7.8,85,5.1,2024-10-13
2024-10-13 19:00:00,7.1,88,3.9,2024-10-13
2024-10-13 20:00:00,6.6,90,3.4,2024-10-13
2024-10-13 21:00:00,6.0,92,3.1,2024-10-13
2024-10-13 22:00:00,5.5,93,2.3,2024-10-13
2024-10-13 23:00:00,5.0,93,2.1,2024-10-13
2024-10-14 00:00:00,4.5,93,2.6,2024-10-14
2024-10-14 01:00:00,4.1,95,2.7,2024-10-14
2024-10-14 02:00:00,3.7,97,2.5,2024-10-14
2024-10-14 03:00:00,3.3,99,2.5,2024-10-14
2024-10-14 04:00:00,2.8,100,2.9,2024-10-14
2024-10-14 05:00:00,2.3,100,3.4,2024-10-14
2024-10-14 06:00:00,2.4,100,4.1,2024-10-14
2024-10-14 07:00:00,3.5,97,4.7,2024-10-14
2024-10-14 08:00:00,5.2,92,5.8,2024-10-14
2024-10-14 09:00:00,6.7,88,6.2,2024-10-14
2024-10-14 10:00:00,7.7,86,6.2,2024-10-14
2024-10-14 11:00:00,8.4,85,5.9,2024-10-14
2024-10-14 12:00:00,9.1,84,5.1,2024-10-14
2024-10-14 13:00:00,9.9,83,4.3,2024-10-14
2024-10-14 14:00:00,10.5,82,3.8,2024-10-14
2024-10-14 15:00:00,10.6,83,3.4,2024-10-14
2024-10-14 16:00:00,9.8,86,2.8,2024-10-14
2024-10-14 17:00:00,8.5,89,2.5,2024-10-14
2024-10-14 18:00:00,7.3,93,2.5,2024-10-14
2024-10-14 19:00:00,6.6,96,2.6,2024-10-14
2024-10-14 20:00:00,6.0,98,2.2,2024-10-14
2024-10-14 21:00:00,5.5,100,1.8,2024-10-14
2024-10-14 22:00:00,4.8,100,1.5,2024-10-14
2024-10-14 23:00:00,4.2,100,1.1,2024-10-14
2024-10-15 00:00:00,3.8,100,0.7,2024-10-15
2024-10-15 01:00:00,3.7,100,0.8,2024-10-15
2024-10-15 02:00:00,3.9,100,1.5,2024-10-15
2024-10-15 03:00:00,4.1,100,2.0,2024-10-15
