time,temperature_2m,relative_humidity_2m,wind_speed_10m,date
2024-10-06 00:00:00,6.4,97,2.6,2024-10-06
2024-10-06 01:00:00,5.7,99,2.2,2024-10-06
2024-10-06 02:00:00,5.2,99,2.7,2024-10-06
2024-10-06 03:00:00,4.4,99,1.1,2024-10-06
2024-10-06 04:00:00,4.1,100,0.5,2024-10-06
2024-10-06 05:00:00,3.5,100,0.8,2024-10-06
2024-10-06 06:00:00,4.5,100,2.1,2024-10-06
2024-10-06 07:00:00,5.5,100,1.5,2024-10-06
2024-10-06 08:00:00,7.2,95,2.6,2024-10-06
2024-10-06 09:00:00,8.6,90,10.2,2024-10-06
2024-10-06 10:00:00,9.3,86,10.0,2024-10-06
2024-10-06 11:00:00,10.0,82,9.3,2024-10-06
2024-10-06 12:00:00,10.2,82,10.2,2024-10-06
2024-10-06 13:00:00,11.4,80,8.9,2024-10-06
2024-10-06 14:00:00,12.2,75,9.3,2024-10-06
2024-10-06 15:00:00,12.2,73,9.7,2024-10-06
2024-10-06 16:00:00,11.8,77,8.4,2024-10-06
2024-10-06 17:00:00,10.9,82,7.8,2024-10-06
2024-10-06 18:00:00,10.0,87,5.3,2024-10-06
2024-10-06 19:00:00,9.2,90,3.1,2024-10-06
2024-10-06 20:00:00,8.9,91,2.9,2024-10-06
2024-10-06 21:00:00,8.8,92,3.1,2024-10-06
2024-10-06 22:00:00,8.8,93,3.3,2024-10-06
2024-10-06 23:00:00,9.1,92,2.8,2024-10-06
2024-10-07 00:00:00,9.5,91,2.8,2024-10-07
2024-10-07 01:00:00,9.8,92,2.6,2024-10-07
2024-10-07 02:00:00,10.0,93,1.5,2024-10-07
2024-10-07 03:00:00,10.1,93,2.8,2024-10-07
2024-10-07 04:00:00,10.3,93,2.5,2024-10-07
2024-10-07 05:00:00,10.3,95,2.7,2024-10-07
2024-10-07 06:00:00,10.1,96,3.3,2024-10-07
2024-10-07 07:00:00,11.1,95,1.9,2024-10-07
2024-10-07 08:00:00,12.8,92,1.8,2024-10-07
2024-10-07 09:00:00,13.8,90,2.5,2024-10-07
2024-10-07 10:00:00,14.3,93,1.5,2024-10-07
2024-10-07 11:00:00,14.8,92,2.1,2024-10-07
2024-10-07 12:00:00,15.4,94,0.8,2024-10-07
2024-10-07 13:00:00,16.6,90,6.2,2024-10-07
2024-10-07 14:00:00,17.5,87,5.8,2024-10-07
2024-10-07 15:00:00,18.1,86,6.1,2024-10-07
2024-10-07 16:00:00,17.4,90,5.3,2024-10-07
2024-10-07 17:00:00,16.5,90,8.4,2024-10-07
2024-10-07 18:00:00,15.7,89,6.5,2024-10-07
2024-10-07 19:00:00,15.2,92,7.3,2024-10-07
2024-10-07 20:00:00,14.7,95,3.7,2024-10-07
2024-10-07 21:00:00,14.7,97,9.3,2024-10-07
2024-10-07 22:00:00,14.7,97,3.3,2024-10-07
2024-10-07 23:00:00,14.6,96,5.1,2024-10-07
2024-10-08 00:00:00,14.4,95,5.2,2024-10-08
2024-10-08 01:00:00,14.2,96,3.8,2024-10-08
2024-10-08 02:00:00,14.0,96,2.2,2024-10-08
2024-10-08 03:00:00,13.8,97,3.9,2024-10-08
2024-10-08 04:00:00,13.7,97,4.0,2024-10-08
2024-10-08 05:00:00,13.4,98,3.3,2024-10-08
2024-10-08 06:00:00,13.1,98,2.9,2024-10-08
2024-10-08 07:00:00,13.5,98,1.3,2024-10-08
2024-10-08 08:00:00,14.9,95,0.4,2024-10-08
2024-10-08 09:00:00,16.5,89,0.8,2024-10-08
2024-10-08 10:00:00,17.6,83,6.5,2024-10-08
2024-10-08 11:00:00,17.7,82,6.1,2024-10-08
2024-10-08 12:00:00,17.5,83,5.5,2024-10-08
2024-10-08 13:00:00,17.0,87,2.9,2024-10-08
2024-10-08 14:00:00,16.5,90,5.8,2024-10-08
2024-10-08 15:00:00,15.9,94,5.8,2024-10-08
2024-10-08 16:00:00,15.3,95,4.3,2024-10-08
2024-10-08 17:00:00,14.9,92,5.2,2024-10-08
2024-10-08 18:00:00,14.6,93,5.4,2024-10-08
2024-10-08 19:00:00,14.5,94,6.8,2024-10-08
2024-10-08 20:00:00,14.3,93,7.7,2024-10-08
2024-10-08 21:00:00,14.1,92,6.9,2024-10-08
2024-10-08 22:00:00,13.8,92,6.4,2024-10-08
2024-10-08 23:00:00,13.7,92,4.7,2024-10-08
2024-10-09 00:00:00,13.5,92,5.2,2024-10-09
2024-10-09 01:00:00,13.3,92,5.8,2024-10-09
2024-10-09 02:00:00,13.1,92,5.3,2024-10-09
2024-10-09 03:00:00,12.8,92,4.5,2024-10-09
2024-10-09 04:00:00,12.4,92,3.4,2024-10-09
2024-10-09 05:00:00,11.7,93,3.8,2024-10-09
2024-10-09 06:00:00,11.6,90,3.8,2024-10-09
2024-10-09 07:00:00,12.4,86,4.0,2024-10-09
2024-10-09 08:00:00,13.0,84,5.1,2024-10-09
2024-10-09 09:00:00,13.2,85,9.0,2024-10-09
2024-10-09 10:00:00,13.5,85,10.1,2024-10-09
2024-10-09 11:00:00,14.0,81,14.2,2024-10-09
2024-10-09 12:00:00,14.7,79,13.0,2024-10-09
2024-10-09 13:00:00,14.8,79,11.8,2024-10-09
2024-10-09 14:00:00,14.4,84,9.7,2024-10-09
2024-10-09 15:00:00,14.1,86,8.7,2024-10-09
