time,temperature_2m,relative_humidity_2m,wind_speed_10m,date
2024-09-09 00:00:00,15.3,92,4.1,2024-09-09
2024-09-09 01:00:00,15.6,91,3.9,2024-09-09
2024-09-09 02:00:00,15.7,93,3.8,2024-09-09
2024-09-09 03:00:00,15.8,93,4.6,2024-09-09
2024-09-09 04:00:00,15.7,90,4.4,2024-09-09
2024-09-09 05:00:00,15.7,91,4.7,2024-09-09
2024-09-09 06:00:00,15.8,90,6.9,2024-09-09
2024-09-09 07:00:00,16.3,87,10.3,2024-09-09
2024-09-09 08:00:00,17.0,83,10.3,2024-09-09
2024-09-09 09:00:00,17.3,84,12.4,2024-09-09
2024-09-09 10:00:00,17.2,79,14.3,2024-09-09
2024-09-09 11:00:00,17.3,78,17.5,2024-09-09
2024-09-09 12:00:00,18.1,73,12.8,2024-09-09
2024-09-09 13:00:00,18.7,76,14.1,2024-09-09
2024-09-09 14:00:00,18.8,72,17.3,2024-09-09
2024-09-09 15:00:00,17.0,85,13.7,2024-09-09
2024-09-09 16:00:00,17.4,81,11.9,2024-09-09
2024-09-09 17:00:00,17.1,82,13.7,2024-09-09
2024-09-09 18:00:00,16.4,85,12.0,2024-09-09
2024-09-09 19:00:00,16.0,86,12.5,2024-09-09
2024-09-09 20:00:00,15.8,87,11.4,2024-09-09
2024-09-09 21:00:00,15.7,88,12.4,2024-09-09
2024-09-09 22:00:00,15.5,89,11.2,2024-09-09
2024-09-09 23:00:00,15.3,90,10.9,2024-09-09
2024-09-10 00:00:00,15.1,90,7.8,2024-09-10
2024-09-10 01:00:00,15.3,90,6.0,2024-09-10
2024-09-10 02:00:00,15.4,88,10.5,2024-09-10
2024-09-10 03:00:00,15.2,91,13.6,2024-09-10
2024-09-10 04:00:00,15.0,90,13.0,2024-09-10
2024-09-10 05:00:00,14.3,85,12.9,2024-09-10
2024-09-10 06:00:00,13.7,84,10.1,2024-09-10
2024-09-10 07:00:00,14.0,84,10.9,2024-09-10
2024-09-10 08:00:00,14.5,79,10.1,2024-09-10
2024-09-10 09:00:00,14.9,74,9.4,2024-09-10
2024-09-10 10:00:00,15.3,74,8.9,2024-09-10
2024-09-10 11:00:00,17.1,67,11.8,2024-09-10
2024-09-10 12:00:00,18.1,65,10.5,2024-09-10
2024-09-10 13:00:00,18.3,66,14.1,2024-09-10
2024-09-10 14:00:00,17.8,68,11.6,2024-09-10
2024-09-10 15:00:00,18.1,62,11.8,2024-09-10
2024-09-10 16:00:00,17.5,67,11.3,2024-09-10
2024-09-10 17:00:00,17.1,70,8.7,2024-09-10
2024-09-10 18:00:00,15.9,72,8.7,2024-09-10
2024-09-10 19:00:00,15.1,75,7.2,2024-09-10
2024-09-10 20:00:00,14.5,77,7.4,2024-09-10
2024-09-10 21:00:00,13.9,81,6.5,2024-09-10
2024-09-10 22:00:00,13.3,83,6.4,2024-09-10
2024-09-10 23:00:00,13.2,83,9.7,2024-09-10
2024-09-11 00:00:00,12.9,85,11.0,2024-09-11
2024-09-11 01:00:00,12.7,85,12.1,2024-09-11
2024-09-11 02:00:00,12.8,83,11.5,2024-09-11
2024-09-11 03:00:00,13.1,80,11.3,2024-09-11
2024-09-11 04:00:00,13.4,79,14.3,2024-09-11
2024-09-11 05:00:00,13.2,81,13.9,2024-09-11
2024-09-11 06:00:00,13.3,83,14.7,2024-09-11
2024-09-11 07:00:00,13.5,83,17.2,2024-09-11
2024-09-11 08:00:00,13.9,83,16.9,2024-09-11
2024-09-11 09:00:00,14.1,82,17.6,2024-09-11
2024-09-11 10:00:00,14.3,82,21.7,2024-09-11
2024-09-11 11:00:00,14.2,84,17.6,2024-09-11
2024-09-11 12:00:00,14.2,86,14.8,2024-09-11
2024-09-11 13:00:00,14.0,74,11.2,2024-09-11
2024-09-11 14:00:00,13.9,73,11.2,2024-09-11
2024-09-11 15:00:00,14.0,73,12.2,2024-09-11
2024-09-11 16:00:00,13.5,75,10.9,2024-09-11
2024-09-11 17:00:00,13.0,77,8.2,2024-09-11
2024-09-11 18:00:00,12.1,80,6.3,2024-09-11
2024-09-11 19:00:00,11.2,83,5.5,2024-09-11
2024-09-11 20:00:00,10.5,83,4.8,2024-09-11
2024-09-11 21:00:00,10.0,85,4.3,2024-09-11
2024-09-11 22:00:00,9.5,85,3.3,2024-09-11
2024-09-11 23:00:00,9.4,86,3.1,2024-09-11
2024-09-12 00:00:00,8.8,87,3.0,2024-09-12
2024-09-12 01:00:00,8.1,89,3.1,2024-09-12
2024-09-12 02:00:00,7.7,90,3.9,2024-09-12
2024-09-12 03:00:00,7.5,90,3.6,2024-09-12
2024-09-12 04:00:00,7.2,91,3.6,2024-09-12
2024-09-12 05:00:00,7.1,90,3.5,2024-09-12
2024-09-12 06:00:00,7.5,90,4.8,2024-09-12
2024-09-12 07:00:00,9.2,88,5.5,2024-09-12
2024-09-12 08:00:00,10.4,83,9.9,2024-09-12
2024-09-12 09:00:00,11.3,76,10.9,2024-09-12
2024-09-12 10:00:00,11.9,73,11.9,2024-09-12
2024-09-12 11:00:00,12.8,66,11.5,2024-09-12
2024-09-12 12:00:00,13.6,62,10.8,2024-09-12
