time,temperature_2m,relative_humidity_2m,wind_speed_10m,date
2024-10-09 00:00:00,12.3,96,3.7,2024-10-09
2024-10-09 01:00:00,12.1,96,4.5,2024-10-09
2024-10-09 02:00:00,11.8,94,3.8,2024-10-09
2024-10-09 03:00:00,10.9,96,5.4,2024-10-09
2024-10-09 04:00:00,10.8,96,3.7,2024-10-09
2024-10-09 05:00:00,11.0,93,5.4,2024-10-09
2024-10-09 06:00:00,10.5,95,5.1,2024-10-09
2024-10-09 07:00:00,11.6,90,6.9,2024-10-09
2024-10-09 08:00:00,13.1,86,8.9,2024-10-09
2024-10-09 09:00:00,15.0,81,10.4,2024-10-09
2024-10-09 10:00:00,16.3,77,11.8,2024-10-09
2024-10-09 11:00:00,17.3,73,10.2,2024-10-09
2024-10-09 12:00:00,17.6,77,10.9,2024-10-09
2024-10-09 13:00:00,17.6,74,13.2,2024-10-09
2024-10-09 14:00:00,16.8,76,11.6,2024-10-09
2024-10-09 15:00:00,16.5,82,10.7,2024-10-09
2024-10-09 16:00:00,16.2,84,7.6,2024-10-09
2024-10-09 17:00:00,15.7,86,4.1,2024-10-09
2024-10-09 18:00:00,15.4,87,4.9,2024-10-09
2024-10-09 19:00:00,15.1,88,4.6,2024-10-09
2024-10-09 20:00:00,15.0,88,4.1,2024-10-09
2024-10-09 21:00:00,14.9,89,5.5,2024-10-09
2024-10-09 22:00:00,14.8,91,5.4,2024-10-09
2024-10-09 23:00:00,15.0,91,7.9,2024-10-09
2024-10-10 00:00:00,15.5,88,10.6,2024-10-10
2024-10-10 01:00:00,16.2,81,8.7,2024-10-10
2024-10-10 02:00:00,16.6,78,10.9,2024-10-10
2024-10-10 03:00:00,17.4,72,22.1,2024-10-10
2024-10-10 04:00:00,16.4,74,27.5,2024-10-10
2024-10-10 05:00:00,14.8,80,31.4,2024-10-10
2024-10-10 06:00:00,14.2,75,29.6,2024-10-10
2024-10-10 07:00:00,13.9,74,20.5,2024-10-10
2024-10-10 08:00:00,14.2,76,19.1,2024-10-10
2024-10-10 09:00:00,14.4,77,19.1,2024-10-10
2024-10-10 10:00:00,15.2,74,20.3,2024-10-10
2024-10-10 11:00:00,15.7,71,19.0,2024-10-10
2024-10-10 12:00:00,16.4,66,19.8,2024-10-10
2024-10-10 13:00:00,15.4,75,15.5,2024-10-10
2024-10-10 14:00:00,15.1,74,16.8,2024-10-10
2024-10-10 15:00:00,14.1,80,15.4,2024-10-10
2024-10-10 16:00:00,13.1,86,16.2,2024-10-10
2024-10-10 17:00:00,12.5,86,9.5,2024-10-10
2024-10-10 18:00:00,11.9,90,5.8,2024-10-10
2024-10-10 19:00:00,12.0,91,5.2,2024-10-10
2024-10-10 20:00:00,11.9,93,6.4,2024-10-10
2024-10-10 21:00:00,11.7,90,7.3,2024-10-10
2024-10-10 22:00:00,11.2,90,4.9,2024-10-10
2024-10-10 23:00:00,10.9,87,6.4,2024-10-10
2024-10-11 00:00:00,10.6,87,6.1,2024-10-11
2024-10-11 01:00:00,10.0,88,5.7,2024-10-11
2024-10-11 02:00:00,9.6,90,6.5,2024-10-11
2024-10-11 03:00:00,8.7,91,4.8,2024-10-11
2024-10-11 04:00:00,8.0,94,3.6,2024-10-11
2024-10-11 05:00:00,7.3,95,3.3,2024-10-11
2024-10-11 06:00:00,6.8,95,2.7,2024-10-11
2024-10-11 07:00:00,8.2,88,7.2,2024-10-11
2024-10-11 08:00:00,8.7,83,12.4,2024-10-11
2024-10-11 09:00:00,9.2,79,11.4,2024-10-11
2024-10-11 10:00:00,10.1,73,9.7,2024-10-11
2024-10-11 11:00:00,10.9,66,9.0,2024-10-11
2024-10-11 12:00:00,11.2,63,9.2,2024-10-11
2024-10-11 13:00:00,11.5,61,8.7,2024-10-11
2024-10-11 14:00:00,11.3,62,8.5,2024-10-11
2024-10-11 15:00:00,11.0,65,7.1,2024-10-11
2024-10-11 16:00:00,10.1,73,3.5,2024-10-11
2024-10-11 17:00:00,8.8,79,2.2,2024-10-11
2024-10-11 18:00:00,7.9,81,0.7,2024-10-11
2024-10-11 19:00:00,7.1,82,0.5,2024-10-11
2024-10-11 20:00:00,6.4,85,1.1,2024-10-11
2024-10-11 21:00:00,5.7,88,1.5,2024-10-11
2024-10-11 22:00:00,5.3,89,2.7,2024-10-11
2024-10-11 23:00:00,5.0,90,3.2,2024-10-11
2024-10-12 00:00:00,4.6,90,3.9,2024-10-12
2024-10-12 01:00:00,4.0,91,3.4,2024-10-12
2024-10-12 02:00:00,3.6,93,3.8,2024-10-12
2024-10-12 03:00:00,3.4,94,2.5,2024-10-12
2024-10-12 04:00:00,3.1,95,3.9,2024-10-12
2024-10-12 05:00:00,3.0,95,4.7,2024-10-12
2024-10-12 06:00:00,3.0,96,4.2,2024-10-12
2024-10-12 07:00:00,4.6,91,5.6,2024-10-12
2024-10-12 08:00:00,6.9,84,7.2,2024-10-12
