time,temperature_2m,relative_humidity_2m,wind_speed_10m,date
2024-09-30 00:00:00,8.7,76,5.1,2024-09-30
2024-09-30 01:00:00,8.4,77,6.8,2024-09-30
2024-09-30 02:00:00,8.4,75,6.9,2024-09-30
2024-09-30 03:00:00,8.7,72,9.4,2024-09-30
2024-09-30 04:00:00,8.2,74,7.9,2024-09-30
2024-09-30 05:00:00,7.7,77,4.9,2024-09-30
2024-09-30 06:00:00,7.9,76,7.1,2024-09-30
2024-09-30 07:00:00,8.6,74,5.6,2024-09-30
2024-09-30 08:00:00,8.8,79,5.4,2024-09-30
2024-09-30 09:00:00,9.5,80,5.2,2024-09-30
2024-09-30 10:00:00,9.8,81,6.3,2024-09-30
2024-09-30 11:00:00,10.8,81,6.9,2024-09-30
2024-09-30 12:00:00,11.1,85,4.8,2024-09-30
2024-09-30 13:00:00,11.9,88,5.6,2024-09-30
2024-09-30 14:00:00,13.0,86,6.6,2024-09-30
2024-09-30 15:00:00,13.2,89,6.6,2024-09-30
2024-09-30 16:00:00,13.3,90,5.9,2024-09-30
2024-09-30 17:00:00,13.2,92,6.0,2024-09-30
2024-09-30 18:00:00,13.0,92,7.2,2024-09-30
2024-09-30 19:00:00,13.1,92,6.9,2024-09-30
2024-09-30 20:00:00,13.3,91,6.6,2024-09-30
2024-09-30 21:00:00,13.7,87,8.4,2024-09-30
2024-09-30 22:00:00,13.7,86,8.0,2024-09-30
2024-09-30 23:00:00,13.8,85,8.6,2024-09-30
2024-10-01 00:00:00,13.6,85,7.8,2024-10-01
2024-10-01 01:00:00,13.4,86,8.8,2024-10-01
2024-10-01 02:00:00,13.3,85,9.7,2024-10-01
2024-10-01 03:00:00,13.3,85,10.9,2024-10-01
2024-10-01 04:00:00,13.0,86,11.8,2024-10-01
2024-10-01 05:00:00,12.7,87,10.9,2024-10-01
2024-10-01 06:00:00,12.3,88,8.1,2024-10-01
2024-10-01 07:00:00,13.1,85,11.8,2024-10-01
2024-10-01 08:00:00,14.3,77,15.8,2024-10-01
2024-10-01 09:00:00,15.0,69,18.2,2024-10-01
2024-10-01 10:00:00,15.6,69,15.9,2024-10-01
2024-10-01 11:00:00,16.4,62,17.1,2024-10-01
2024-10-01 12:00:00,16.8,59,16.7,2024-10-01
2024-10-01 13:00:00,16.8,59,16.8,2024-10-01
2024-10-01 14:00:00,16.6,60,14.8,2024-10-01
2024-10-01 15:00:00,16.4,60,15.0,2024-10-01
2024-10-01 16:00:00,15.8,63,11.8,2024-10-01
2024-10-01 17:00:00,14.6,70,8.2,2024-10-01
2024-10-01 18:00:00,13.6,75,8.0,2024-10-01
2024-10-01 19:00:00,12.7,82,6.4,2024-10-01
2024-10-01 20:00:00,11.9,87,7.0,2024-10-01
2024-10-01 21:00:00,11.5,87,5.8,2024-10-01
2024-10-01 22:00:00,11.4,87,7.6,2024-10-01
2024-10-01 23:00:00,11.4,86,7.7,2024-10-01
2024-10-02 00:00:00,11.5,87,9.6,2024-10-02
2024-10-02 01:00:00,11.6,85,10.9,2024-10-02
2024-10-02 02:00:00,11.6,84,12.4,2024-10-02
2024-10-02 03:00:00,11.5,85,12.8,2024-10-02
2024-10-02 04:00:00,11.5,86,12.8,2024-10-02
2024-10-02 05:00:00,11.2,86,10.8,2024-10-02
2024-10-02 06:00:00,11.1,87,9.7,2024-10-02
2024-10-02 07:00:00,11.5,84,10.3,2024-10-02
2024-10-02 08:00:00,11.9,85,9.9,2024-10-02
2024-10-02 09:00:00,12.4,85,9.4,2024-10-02
2024-10-02 10:00:00,13.5,82,6.6,2024-10-02
2024-10-02 11:00:00,14.7,73,9.8,2024-10-02
2024-10-02 12:00:00,14.7,74,9.8,2024-10-02
2024-10-02 13:00:00,14.3,80,8.0,2024-10-02
2024-10-02 14:00:00,14.0,84,6.4,2024-10-02
2024-10-02 15:00:00,13.7,87,4.7,2024-10-02
2024-10-02 16:00:00,13.3,89,3.6,2024-10-02
2024-10-02 17:00:00,12.6,90,5.7,2024-10-02
2024-10-02 18:00:00,12.1,91,4.4,2024-10-02
2024-10-02 19:00:00,12.0,91,6.1,2024-10-02
2024-10-02 20:00:00,11.8,88,8.4,2024-10-02
2024-10-02 21:00:00,11.5,85,9.4,2024-10-02
2024-10-02 22:00:00,11.1,87,8.1,2024-10-02
2024-10-02 23:00:00,10.5,88,7.6,2024-10-02
2024-10-03 00:00:00,10.3,88,7.9,2024-10-03
2024-10-03 01:00:00,10.2,88,9.0,2024-10-03
2024-10-03 02:00:00,10.1,87,9.4,2024-10-03
2024-10-03 03:00:00,9.8,88,10.9,2024-10-03
2024-10-03 04:00:00,9.8,87,9.9,2024-10-03
2024-10-03 05:00:00,9.9,87,9.5,2024-10-03
2024-10-03 06:00:00,9.9,86,10.9,2024-10-03
2024-10-03 07:00:00,10.2,84,11.6,2024-10-03
2024-10-03 08:00:00,10.6,81,13.0,2024-10-03
2024-10-03 09:00:00,11.1,78,14.3,2024-10-03
2024-10-03 10:00:00,11.8,74,14.8,2024-10-03
2024-10-03 11:00:00,12.5,70,14.8,2024-10-03
2024-10-03 12:00:00,13.0,66,14.3,2024-10-03
2024-10-03 13:00:00,13.4,63,13.9,2024-10-03
2024-10-03 14:00:00,13.5,60,13.0,2024-10-03
2024-10-03 15:00:00,13.4,60,12.0,2024-10-03
2024-10-03 16:00:00,12.8,63,9.2,2024-10-03
