time,temperature_2m,relative_humidity_2m,wind_speed_10m,date
2024-09-10 00:00:00,15.8,90,8.8,2024-09-10
2024-09-10 01:00:00,15.9,90,7.9,2024-09-10
2024-09-10 02:00:00,15.8,89,10.4,2024-09-10
2024-09-10 03:00:00,15.5,89,10.9,2024-09-10
2024-09-10 04:00:00,15.4,90,10.4,2024-09-10
2024-09-10 05:00:00,15.2,88,12.0,2024-09-10
2024-09-10 06:00:00,14.9,83,12.4,2024-09-10
2024-09-10 07:00:00,14.5,78,12.3,2024-09-10
2024-09-10 08:00:00,15.1,75,11.1,2024-09-10
2024-09-10 09:00:00,15.8,73,10.4,2024-09-10
2024-09-10 10:00:00,16.6,70,10.5,2024-09-10
2024-09-10 11:00:00,17.1,63,11.9,2024-09-10
2024-09-10 12:00:00,17.8,63,12.1,2024-09-10
2024-09-10 13:00:00,18.0,63,15.1,2024-09-10
2024-09-10 14:00:00,17.7,68,12.7,2024-09-10
2024-09-10 15:00:00,17.7,69,13.6,2024-09-10
2024-09-10 16:00:00,17.5,73,11.7,2024-09-10
2024-09-10 17:00:00,17.0,69,11.3,2024-09-10
2024-09-10 18:00:00,16.0,75,7.7,2024-09-10
2024-09-10 19:00:00,15.3,78,7.6,2024-09-10
2024-09-10 20:00:00,14.7,83,8.8,2024-09-10
2024-09-10 21:00:00,14.4,79,9.3,2024-09-10
2024-09-10 22:00:00,13.9,80,11.0,2024-09-10
2024-09-10 23:00:00,13.7,78,14.3,2024-09-10
2024-09-11 00:00:00,13.7,78,14.8,2024-09-11
2024-09-11 01:00:00,13.4,79,12.6,2024-09-11
2024-09-11 02:00:00,13.8,76,15.3,2024-09-11
2024-09-11 03:00:00,13.7,78,16.6,2024-09-11
2024-09-11 04:00:00,13.5,82,15.3,2024-09-11
2024-09-11 05:00:00,13.5,84,15.1,2024-09-11
2024-09-11 06:00:00,13.6,85,17.4,2024-09-11
2024-09-11 07:00:00,13.7,85,17.6,2024-09-11
2024-09-11 08:00:00,14.0,85,18.6,2024-09-11
2024-09-11 09:00:00,14.3,83,19.4,2024-09-11
2024-09-11 10:00:00,14.4,84,15.4,2024-09-11
2024-09-11 11:00:00,13.9,83,11.1,2024-09-11
2024-09-11 12:00:00,13.7,79,12.0,2024-09-11
2024-09-11 13:00:00,14.2,75,9.8,2024-09-11
2024-09-11 14:00:00,14.6,70,10.0,2024-09-11
2024-09-11 15:00:00,14.8,67,11.7,2024-09-11
2024-09-11 16:00:00,14.3,71,8.4,2024-09-11
2024-09-11 17:00:00,14.0,68,5.5,2024-09-11
2024-09-11 18:00:00,13.3,71,4.7,2024-09-11
2024-09-11 19:00:00,12.5,87,6.5,2024-09-11
2024-09-11 20:00:00,12.3,88,8.5,2024-09-11
2024-09-11 21:00:00,12.0,87,7.3,2024-09-11
2024-09-11 22:00:00,11.6,81,6.5,2024-09-11
2024-09-11 23:00:00,10.8,81,3.2,2024-09-11
2024-09-12 00:00:00,10.0,86,3.1,2024-09-12
2024-09-12 01:00:00,9.8,88,4.0,2024-09-12
2024-09-12 02:00:00,9.8,91,3.4,2024-09-12
