time,temperature_2m,relative_humidity_2m,wind_speed_10m,date
2024-09-16 00:00:00,11.4,83,4.0,2024-09-16
2024-09-16 01:00:00,11.3,86,3.3,2024-09-16
2024-09-16 02:00:00,11.2,88,5.1,2024-09-16
2024-09-16 03:00:00,11.1,86,7.1,2024-09-16
2024-09-16 04:00:00,11.1,86,9.5,2024-09-16
2024-09-16 05:00:00,11.2,87,7.4,2024-09-16
2024-09-16 06:00:00,11.2,90,8.9,2024-09-16
2024-09-16 07:00:00,11.6,88,10.7,2024-09-16
2024-09-16 08:00:00,12.1,86,12.9,2024-09-16
2024-09-16 09:00:00,12.2,87,11.5,2024-09-16
2024-09-16 10:00:00,12.8,84,12.5,2024-09-16
2024-09-16 11:00:00,13.8,81,12.2,2024-09-16
2024-09-16 12:00:00,14.2,81,10.0,2024-09-16
2024-09-16 13:00:00,14.2,69,9.4,2024-09-16
2024-09-16 14:00:00,14.1,81,6.9,2024-09-16
2024-09-16 15:00:00,14.5,75,9.4,2024-09-16
2024-09-16 16:00:00,14.3,78,8.9,2024-09-16
2024-09-16 17:00:00,14.2,78,8.4,2024-09-16
2024-09-16 18:00:00,14.2,72,9.0,2024-09-16
2024-09-16 19:00:00,13.7,72,9.1,2024-09-16
2024-09-16 20:00:00,13.2,78,8.6,2024-09-16
2024-09-16 21:00:00,12.6,82,6.6,2024-09-16
2024-09-16 22:00:00,12.7,82,7.6,2024-09-16
2024-09-16 23:00:00,13.1,81,8.9,2024-09-16
2024-09-17 00:00:00,13.3,83,8.4,2024-09-17
2024-09-17 01:00:00,13.3,86,9.6,2024-09-17
2024-09-17 02:00:00,13.3,88,9.9,2024-09-17
2024-09-17 03:00:00,13.6,87,11.3,2024-09-17
2024-09-17 04:00:00,13.6,88,12.3,2024-09-17
2024-09-17 05:00:00,13.7,91,13.8,2024-09-17
2024-09-17 06:00:00,14.3,90,14.7,2024-09-17
2024-09-17 07:00:00,15.2,86,15.9,2024-09-17
2024-09-17 08:00:00,16.5,79,23.8,2024-09-17
2024-09-17 09:00:00,18.7,68,21.4,2024-09-17
2024-09-17 10:00:00,20.2,61,20.3,2024-09-17
2024-09-17 11:00:00,20.4,60,21.1,2024-09-17
2024-09-17 12:00:00,20.7,59,21.5,2024-09-17
2024-09-17 13:00:00,21.2,56,18.8,2024-09-17
2024-09-17 14:00:00,21.3,57,17.3,2024-09-17
