time,temperature_2m,relative_humidity_2m,wind_speed_10m,date
2024-09-18 00:00:00,16.2,83,10.7,2024-09-18
2024-09-18 01:00:00,16.0,84,10.5,2024-09-18
2024-09-18 02:00:00,15.8,84,10.9,2024-09-18
2024-09-18 03:00:00,15.3,86,8.9,2024-09-18
2024-09-18 04:00:00,14.9,86,9.2,2024-09-18
2024-09-18 05:00:00,14.6,85,10.1,2024-09-18
2024-09-18 06:00:00,14.9,85,8.9,2024-09-18
2024-09-18 07:00:00,16.2,80,13.3,2024-09-18
2024-09-18 08:00:00,17.7,72,16.6,2024-09-18
2024-09-18 09:00:00,19.4,66,17.2,2024-09-18
2024-09-18 10:00:00,21.0,60,17.7,2024-09-18
2024-09-18 11:00:00,22.4,55,18.8,2024-09-18
2024-09-18 12:00:00,23.3,51,20.0,2024-09-18
2024-09-18 13:00:00,24.0,46,20.3,2024-09-18
2024-09-18 14:00:00,24.3,42,20.5,2024-09-18
2024-09-18 15:00:00,23.9,42,18.9,2024-09-18
2024-09-18 16:00:00,23.2,46,16.0,2024-09-18
2024-09-18 17:00:00,21.8,50,15.0,2024-09-18
2024-09-18 18:00:00,20.0,72,14.1,2024-09-18
2024-09-18 19:00:00,19.1,76,15.2,2024-09-18
2024-09-18 20:00:00,18.5,79,15.3,2024-09-18
2024-09-18 21:00:00,17.9,79,15.0,2024-09-18
2024-09-18 22:00:00,17.2,78,14.5,2024-09-18
2024-09-18 23:00:00,16.7,79,13.3,2024-09-18
2024-09-19 00:00:00,16.0,80,11.2,2024-09-19
2024-09-19 01:00:00,15.5,81,10.2,2024-09-19
2024-09-19 02:00:00,15.0,83,9.4,2024-09-19
2024-09-19 03:00:00,14.5,85,8.7,2024-09-19
2024-09-19 04:00:00,14.3,85,9.4,2024-09-19
2024-09-19 05:00:00,14.1,87,9.4,2024-09-19
2024-09-19 06:00:00,14.4,86,11.7,2024-09-19
2024-09-19 07:00:00,15.8,81,15.5,2024-09-19
2024-09-19 08:00:00,17.7,73,17.6,2024-09-19
2024-09-19 09:00:00,19.4,65,18.6,2024-09-19
2024-09-19 10:00:00,20.8,59,18.0,2024-09-19
2024-09-19 11:00:00,21.8,54,19.1,2024-09-19
2024-09-19 12:00:00,22.4,48,19.1,2024-09-19
2024-09-19 13:00:00,22.3,46,19.2,2024-09-19
2024-09-19 14:00:00,22.4,47,18.5,2024-09-19
2024-09-19 15:00:00,22.0,46,17.8,2024-09-19
2024-09-19 16:00:00,21.5,49,14.9,2024-09-19
2024-09-19 17:00:00,20.3,54,11.7,2024-09-19
2024-09-19 18:00:00,18.7,61,10.1,2024-09-19
2024-09-19 19:00:00,17.5,67,8.6,2024-09-19
2024-09-19 20:00:00,16.3,73,9.2,2024-09-19
2024-09-19 21:00:00,15.6,75,8.9,2024-09-19
2024-09-19 22:00:00,15.0,79,7.3,2024-09-19
2024-09-19 23:00:00,14.4,82,5.4,2024-09-19
2024-09-20 00:00:00,13.8,84,4.9,2024-09-20
2024-09-20 01:00:00,13.3,86,5.0,2024-09-20
2024-09-20 02:00:00,12.8,88,4.7,2024-09-20
2024-09-20 03:00:00,12.5,90,4.7,2024-09-20
2024-09-20 04:00:00,12.1,91,4.6,2024-09-20
2024-09-20 05:00:00,11.8,91,3.8,2024-09-20
2024-09-20 06:00:00,12.0,91,4.6,2024-09-20
2024-09-20 07:00:00,13.5,86,7.3,2024-09-20
2024-09-20 08:00:00,15.2,78,10.2,2024-09-20
2024-09-20 09:00:00,17.0,72,12.0,2024-09-20
2024-09-20 10:00:00,18.8,64,12.9,2024-09-20
2024-09-20 11:00:00,20.2,59,14.4,2024-09-20
2024-09-20 12:00:00,21.2,55,14.8,2024-09-20
2024-09-20 13:00:00,21.8,54,14.4,2024-09-20
2024-09-20 14:00:00,21.9,51,14.6,2024-09-20
2024-09-20 15:00:00,21.7,52,13.6,2024-09-20
2024-09-20 16:00:00,21.1,54,12.2,2024-09-20
2024-09-20 17:00:00,19.7,60,6.6,2024-09-20
2024-09-20 18:00:00,18.2,68,7.4,2024-09-20
2024-09-20 19:00:00,17.1,71,6.7,2024-09-20
2024-09-20 20:00:00,16.3,75,5.7,2024-09-20
2024-09-20 21:00:00,15.4,80,4.8,2024-09-20
2024-09-20 22:00:00,14.6,84,4.4,2024-09-20
2024-09-20 23:00:00,14.0,86,4.1,2024-09-20
2024-09-21 00:00:00,13.5,88,4.1,2024-09-21
2024-09-21 01:00:00,13.2,88,3.6,2024-09-21
2024-09-21 02:00:00,12.8,89,3.3,2024-09-21
2024-09-21 03:00:00,12.4,91,3.3,2024-09-21
2024-09-21 04:00:00,12.2,91,2.8,2024-09-21
2024-09-21 05:00:00,11.9,91,2.9,2024-09-21
2024-09-21 06:00:00,12.0,92,3.1,2024-09-21
2024-09-21 07:00:00,13.4,86,3.7,2024-09-21
2024-09-21 08:00:00,15.6,78,5.5,2024-09-21
2024-09-21 09:00:00,17.5,70,7.2,2024-09-21
2024-09-21 10:00:00,19.1,65,8.3,2024-09-21
2024-09-21 11:00:00,20.4,60,8.6,2024-09-21
2024-09-21 12:00:00,21.4,57,9.0,2024-09-21
2024-09-21 13:00:00,22.0,55,9.4,2024-09-21
2024-09-21 14:00:00,22.3,53,9.5,2024-09-21
2024-09-21 15:00:00,22.1,54,8.8,2024-09-21
2024-09-21 16:00:00,21.2,58,7.3,2024-09-21
2024-09-21 17:00:00,19.8,65,5.0,2024-09-21
2024-09-21 18:00:00,18.6,70,3.3,2024-09-21
2024-09-21 19:00:00,17.7,73,2.6,2024-09-21
2024-09-21 20:00:00,16.9,76,2.5,2024-09-21
2024-09-21 21:00:00,16.2,78,2.6,2024-09-21
2024-09-21 22:00:00,15.7,79,2.3,2024-09-21
2024-09-21 23:00:00,15.3,80,2.0,2024-09-21
2024-09-22 00:00:00,14.8,81,1.8,2024-09-22
2024-09-22 01:00:00,14.3,83,1.5,2024-09-22
2024-09-22 02:00:00,13.8,86,1.3,2024-09-22
2024-09-22 03:00:00,13.3,89,1.1,2024-09-22
2024-09-22 04:00:00,12.7,93,1.3,2024-09-22
2024-09-22 05:00:00,12.1,98,1.3,2024-09-22
2024-09-22 06:00:00,12.3,99,1.5,2024-09-22
2024-09-22 07:00:00,13.7,94,1.8,2024-09-22
2024-09-22 08:00:00,15.9,86,2.4,2024-09-22
2024-09-22 09:00:00,17.9,78,2.6,2024-09-22
2024-09-22 10:00:00,19.4,70,2.3,2024-09-22
2024-09-22 11:00:00,20.7,63,1.6,2024-09-22
2024-09-22 12:00:00,21.6,57,1.1,2024-09-22
2024-09-22 13:00:00,22.2,54,0.4,2024-09-22
2024-09-22 14:00:00,22.5,53,1.0,2024-09-22
2024-09-22 15:00:00,22.3,53,1.5,2024-09-22
2024-09-22 16:00:00,21.6,56,1.3,2024-09-22
2024-09-22 17:00:00,20.4,60,1.1,2024-09-22
2024-09-22 18:00:00,19.3,64,1.5,2024-09-22
2024-09-22 19:00:00,18.3,68,1.6,2024-09-22
2024-09-22 20:00:00,17.3,72,1.6,2024-09-22
2024-09-22 21:00:00,16.5,75,1.5,2024-09-22
2024-09-22 22:00:00,15.8,78,1.8,2024-09-22
